 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
    3100, 157983.77,            , 158180.09,            ,
    3101, 158013.44,            , 158209.66,            ,
    3102, 158059.69,            , 158256.00,            ,
    3103, 158089.34,            , 158285.59,            ,
    3104, 158112.97,            , 158309.72,            ,
    3105, 158143.80,            , 158340.52,            ,
    3106, 158168.09,            , 158364.80,            ,
    3107, 158220.23,            , 158416.88,            ,
    3108, 158247.33,            , 158443.94,            ,
    3109, 158269.33,            , 158465.92,            ,
    3110, 158323.92,            , 158522.73,            ,
    3111, 158388.11,            , 158586.98,            ,
    3112, 158433.02,            , 158631.94,            ,
    3113, 158491.94,            , 158690.89,            ,
    3114, 158567.56,            , 158766.55,            ,
    3115, 158617.39,            , 158816.41,            ,
    3116, 158674.70,            , 158873.73,            ,
    3117, 158749.27,            , 158951.78,            ,
    3118, 158829.19,            , 159031.80,            ,
    3119, 158889.45,            , 159092.14,            ,
    3120, 158942.17,            , 159147.83,            ,
    3121, 158992.45,            , 159198.97,            ,
    3122, 159031.59,            , 159240.39,            ,
    3123, 159070.62,            , 159279.50,            ,
    3124, 159107.78,            , 159318.75,            ,
    3125, 159153.64,            , 159366.81,            ,
    3126, 159179.31,            , 159392.66,            ,
    3127, 159203.69,            , 159418.38,            ,
    3128, 159232.19,            , 159448.34,            ,
    3129, 159254.67,            , 159471.95,            ,
    3130, 159327.22,            , 159544.73,            ,
    3131, 159409.12,            , 159627.38,            ,
    3132, 159458.23,            , 159678.47,            ,
    3133, 159496.36,            , 159718.06,            ,
    3134, 159532.09,            , 159753.89,            ,
    3135, 159547.16,            , 159769.62,            ,
    3136, 159560.16,            , 159783.19,            ,
    3137, 159583.31,            , 159807.20,            ,
    3138, 159610.66,            , 159834.62,            ,
    3139, 159665.27,            , 159889.36,            ,
    3140, 159701.30,            , 159925.50,            ,
    3141, 159717.84,            , 159942.08,            ,
    3142, 159741.39,            , 159966.39,            ,
    3143, 159817.00,            , 160044.83,            ,
    3144, 159873.02,            , 160103.27,            ,
    3145, 159924.91,            , 160157.25,            ,
    3146, 159974.64,            , 160208.66,            ,
    3147, 160010.94,            , 160245.03,            ,
    3148, 160039.17,            , 160273.34,            ,
    3149, 160075.88,            , 160310.12,            ,
    3150, 160121.75,            , 160356.09,            ,
    3151, 160214.23,            , 160448.75,            ,
    3152, 160304.27,            , 160538.95,            ,
    3153, 160377.53,            , 160612.58,            ,
    3154, 160380.73,            , 160615.80,            ,
    3155, 160386.06,            , 160621.12,            ,
    3156, 160392.64,            , 160627.70,            ,
    3157, 160399.88,            , 160634.97,            ,
    3158, 160487.25,            , 160722.45,            ,
    3159, 160563.97,            , 160799.28,            ,
    3160, 160628.80,            , 160864.17,            ,
    3161, 160653.75,            , 160889.17,            ,
    3162, 160685.50,            , 160920.48,            ,
    3163, 160715.25,            , 160950.28,            ,
    3164, 160754.05,            , 160989.09,            ,
    3165, 160755.55,            , 160990.61,            ,
    3166, 160757.52,            , 160992.55,            ,
    3167, 160823.98,            , 161059.08,            ,
    3168, 160902.14,            , 161137.31,            ,
    3169, 160941.50,            , 161176.67,            ,
    3170, 160992.52,            , 161227.03,            ,
    3171, 161058.56,            , 161293.12,            ,
    3172, 161072.06,            , 161306.62,            ,
    3173, 161091.08,            , 161325.64,            ,
    3174, 161102.81,            , 161337.38,            ,
    3175, 161116.62,            , 161351.20,            ,
    3176, 161162.22,            , 161396.83,            ,
    3177, 161200.73,            , 161435.34,            ,
    3178, 161224.62,            , 161459.25,            ,
    3179, 161264.08,            , 161498.28,            ,
    3180, 161335.00,            , 161569.25,            ,
    3181, 161399.30,            , 161633.56,            ,
    3182, 161468.00,            , 161702.31,            ,
    3183, 161531.00,            , 161765.31,            ,
    3184, 161586.31,            , 161820.64,            ,
    3185, 161614.41,            , 161848.73,            ,
    3186, 161635.25,            , 161868.45,            ,
    3187, 161639.14,            , 161872.33,            ,
    3188, 161632.22,            , 161865.39,            ,
    3189, 161625.30,            , 161858.47,            ,
    3190, 161651.47,            , 161884.64,            ,
    3191, 161644.53,            , 161877.69,            ,
    3192, 161637.61,            , 161870.75,            ,
    3193, 161647.19,            , 161880.33,            ,
    3194, 161689.45,            , 161921.53,            ,
    3195, 161707.66,            , 161939.72,            ,
    3196, 161728.48,            , 161959.47,            ,
    3197, 161743.78,            , 161974.77,            ,
    3198, 161736.83,            , 161967.81,            ,
    3199, 161729.91,            , 161960.86,            ,
    3200, 161722.95,            , 161953.92,            ,
    3201, 161717.73,            , 161948.69,            ,
    3202, 161710.81,            , 161941.73,            ,
    3203, 161703.86,            , 161934.78,            ,
    3204, 161696.94,            , 161927.84,            ,
    3205, 161690.00,            , 161920.91,            ,
    3206, 161686.17,            , 161917.06,            ,
    3207, 161719.88,            , 161950.77,            ,
    3208, 161757.86,            , 161988.75,            ,
    3209, 161769.97,            , 162000.86,            ,
    3210, 161788.75,            , 162019.59,            ,
    3211, 161788.17,            , 162019.02,            ,
    3212, 161781.25,            , 162012.06,            ,
    3213, 161774.30,            , 162005.12,            ,
    3214, 161767.38,            , 161998.17,            ,
    3215, 161760.42,            , 161991.22,            ,
    3216, 161753.50,            , 161984.28,            ,
    3217, 161746.55,            , 161977.33,            ,
    3218, 161751.53,            , 161982.11,            ,
    3219, 161768.31,            , 161998.59,            ,
    3220, 161776.31,            , 162006.58,            ,
    3221, 161786.91,            , 162017.17,            ,
    3222, 161801.69,            , 162031.95,            ,
    3223, 161796.22,            , 162026.47,            ,
    3224, 161791.06,            , 162021.31,            ,
    3225, 161785.16,            , 162015.38,            ,
    3226, 161779.22,            , 162009.44,            ,
    3227, 161772.72,            , 162002.92,            ,
    3228, 161765.78,            , 161995.97,            ,
    3229, 161758.84,            , 161989.02,            ,
    3230, 161751.91,            , 161982.08,            ,
    3231, 161744.97,            , 161975.12,            ,
    3232, 161738.03,            , 161968.17,            ,
    3233, 161731.09,            , 161961.23,            ,
    3234, 161724.16,            , 161954.28,            ,
    3235, 161717.22,            , 161947.33,            ,
    3236, 161710.28,            , 161940.39,            ,
    3237, 161703.34,            , 161933.44,            ,
    3238, 161696.41,            , 161926.50,            ,
    3239, 161689.47,            , 161919.56,            ,
    3240, 161682.53,            , 161912.61,            ,
    3241, 161675.61,            , 161905.67,            ,
    3242, 161668.67,            , 161898.73,            ,
    3243, 161661.75,            , 161891.78,            ,
    3244, 161654.80,            , 161884.84,            ,
    3245, 161647.88,            , 161877.91,            ,
    3246, 161640.94,            , 161870.98,            ,
    3247, 161634.00,            , 161864.05,            ,
    3248, 161627.09,            , 161857.11,            ,
    3249, 161620.16,            , 161850.19,            ,
    3250, 161613.25,            , 161843.25,            ,
    3251, 161606.31,            , 161836.31,            ,
    3252, 161599.41,            , 161829.39,            ,
    3253, 161592.47,            , 161822.45,            ,
    3254, 161585.56,            , 161815.52,            ,
    3255, 161578.62,            , 161808.59,            ,
    3256, 161571.72,            , 161801.66,            ,
    3257, 161564.78,            , 161794.72,            ,
    3258, 161564.78,            , 161794.72,            ,
    3259, 161564.78,            , 161794.72,            ,
    3260, 161564.78,            , 161794.72,            ,
    3261, 161564.78,            , 161794.72,            ,
    3262, 161564.78,            , 161794.72,            ,
    3263, 161564.78,            , 161794.72,            ,
    3264, 161564.78,            , 161794.72,            ,
    3265, 161564.78,            , 161794.72,            ,
    3266, 161564.78,            , 161794.72,            ,
    3267, 161564.78,            , 161794.72,            ,
    3268, 161564.78,            , 161794.72,            ,
    3269, 161564.78,            , 161794.72,            ,
    3270, 161564.78,            , 161794.72,            ,
    3271, 161564.78,            , 161794.72,            ,
    3272, 161564.78,            , 161794.72,            ,
    3273, 161564.78,            , 161794.72,            ,
    3274, 161564.78,            , 161794.72,            ,
    3275, 161564.78,            , 161794.72,            ,
    3276, 161564.78,            , 161794.72,            ,
    3277, 161564.78,            , 161794.72,            ,
    3278, 161564.78,            , 161794.72,            ,
    3279, 161564.78,            , 161794.72,            ,
    3280, 161564.78,            , 161794.72,            ,
    3281, 161564.78,            , 161794.72,            ,
    3282, 161564.78,            , 161794.72,            ,
    3283, 161564.78,            , 161794.72,            ,
    3284, 161564.78,            , 161794.72,            ,
    3285, 161564.78,            , 161794.72,            ,
    3286, 161564.78,            , 161794.72,            ,
    3287, 161564.78,            , 161794.72,            ,
    3288, 161564.78,            , 161794.72,            ,
    3289, 161564.78,            , 161794.72,            ,
    3290, 161564.78,            , 161794.72,            ,
    3291, 161564.78,            , 161794.72,            ,
    3292, 161564.78,            , 161794.72,            ,
    3293, 161564.78,            , 161794.72,            ,
    3294, 161564.78,            , 161794.72,            ,
    3295, 161564.78,            , 161794.72,            ,
    3296, 161564.78,            , 161794.72,            ,
    3297, 161564.78,            , 161794.72,            ,
    3298, 161564.78,            , 161794.72,            ,
    3299, 161564.78,            , 161794.72,            ,
    3300, 161564.78,            , 161794.72,            ,
    3301, 161564.78,            , 161794.72,            ,
    3302, 161564.78,            , 161794.72,            ,
    3303, 161564.78,            , 161794.72,            ,
    3304, 161564.78,            , 161794.72,            ,
    3305, 161564.78,            , 161794.72,            ,
    3306, 161564.78,            , 161794.72,            ,
    3307, 161564.78,            , 161794.72,            ,
    3308, 161564.78,            , 161794.72,            ,
    3309, 161564.78,            , 161794.72,            ,
    3310, 161564.78,            , 161794.72,            ,
    3311, 161564.78,            , 161794.72,            ,
    3312, 161564.78,            , 161794.72,            ,
    3313, 161564.78,            , 161794.72,            ,
    3314, 161564.78,            , 161794.72,            ,
    3315, 161564.78,            , 161794.72,            ,
    3316, 161564.78,            , 161794.72,            ,
    3317, 161564.78,            , 161794.72,            ,
    3318, 161564.78,            , 161794.72,            ,
    3319, 161557.88,            , 161787.80,            ,
    3320, 161550.94,            , 161780.86,            ,
    3321, 161544.03,            , 161773.92,            ,
    3322, 161537.09,            , 161767.00,            ,
    3323, 161530.19,            , 161760.06,            ,
    3324, 161523.25,            , 161753.12,            ,
    3325, 161516.34,            , 161746.20,            ,
    3326, 161509.41,            , 161739.27,            ,
    3327, 161502.50,            , 161732.33,            ,
    3328, 161495.56,            , 161725.41,            ,
    3329, 161488.66,            , 161718.47,            ,
    3330, 161481.72,            , 161711.53,            ,
    3331, 161474.81,            , 161704.61,            ,
    3332, 161467.88,            , 161697.67,            ,
    3333, 161460.97,            , 161690.73,            ,
    3334, 161454.03,            , 161683.81,            ,
    3335, 161447.12,            , 161676.88,            ,
    3336, 161440.19,            , 161669.94,            ,
    3337, 161433.28,            , 161663.02,            ,
    3338, 161426.34,            , 161656.08,            ,
    3339, 161419.44,            , 161649.14,            ,
    3340, 161412.50,            , 161642.22,            ,
    3341, 161405.59,            , 161635.28,            ,
    3342, 161398.66,            , 161628.34,            ,
    3343, 161391.75,            , 161621.42,            ,
    3344, 161384.81,            , 161614.48,            ,
    3345, 161377.91,            , 161607.55,            ,
    3346, 161370.97,            , 161600.62,            ,
    3347, 161364.06,            , 161593.69,            ,
    3348, 161357.12,            , 161586.75,            ,
    3349, 161350.22,            , 161579.83,            ,
    3350, 161343.28,            , 161572.89,            ,
    3351, 161336.38,            , 161565.97,            ,
    3352, 161329.45,            , 161559.03,            ,
    3353, 161322.53,            , 161552.11,            ,
    3354, 161315.61,            , 161545.19,            ,
    3355, 161308.70,            , 161538.25,            ,
    3356, 161301.78,            , 161531.33,            ,
    3357, 161294.88,            , 161524.41,            ,
    3358, 161287.94,            , 161517.47,            ,
    3359, 161281.03,            , 161510.55,            ,
    3360, 161274.12,            , 161503.64,            ,
    3361, 161267.22,            , 161496.72,            ,
    3362, 161260.31,            , 161489.80,            ,
    3363, 161253.41,            , 161482.89,            ,
    3364, 161246.50,            , 161475.97,            ,
    3365, 161239.59,            , 161469.05,            ,
    3366, 161232.69,            , 161462.14,            ,
    3367, 161225.78,            , 161455.22,            ,
    3368, 161218.88,            , 161448.30,            ,
    3369, 161211.97,            , 161441.39,            ,
    3370, 161205.06,            , 161434.47,            ,
    3371, 161198.16,            , 161427.55,            ,
    3372, 161191.25,            , 161420.64,            ,
    3373, 161184.34,            , 161413.72,            ,
    3374, 161177.44,            , 161406.80,            ,
    3375, 161170.53,            , 161399.89,            ,
    3376, 161163.62,            , 161392.97,            ,
    3377, 161156.72,            , 161386.05,            ,
    3378, 161149.81,            , 161379.14,            ,
    3379, 161142.91,            , 161372.22,            ,
    3380, 161136.00,            , 161365.30,            ,
    3381, 161129.09,            , 161358.39,            ,
    3382, 161122.19,            , 161351.47,            ,
    3383, 161115.28,            , 161344.55,            ,
    3384, 161108.38,            , 161337.64,            ,
    3385, 161101.47,            , 161330.72,            ,
    3386, 161094.56,            , 161323.80,            ,
    3387, 161087.66,            , 161316.89,            ,
    3388, 161080.75,            , 161309.97,            ,
    3389, 161073.84,            , 161303.05,            ,
    3390, 161066.94,            , 161296.14,            ,
    3391, 161060.03,            , 161289.22,            ,
    3392, 161053.12,            , 161282.30,            ,
    3393, 161046.22,            , 161275.39,            ,
    3394, 161039.31,            , 161268.47,            ,
    3395, 161032.41,            , 161261.55,            ,
    3396, 161025.50,            , 161254.64,            ,
    3397, 161018.59,            , 161247.72,            ,
    3398, 161011.69,            , 161240.80,            ,
    3399, 161004.78,            , 161233.89,            ,
    3400, 160997.88,            , 161226.97,            ,
    3401, 160990.97,            , 161220.05,            ,
    3402, 160984.06,            , 161213.14,            ,
    3403, 160977.16,            , 161206.22,            ,
    3404, 160970.25,            , 161199.31,            ,
    3405, 160963.34,            , 161192.41,            ,
    3406, 160956.44,            , 161185.48,            ,
    3407, 160949.53,            , 161178.58,            ,
    3408, 160942.64,            , 161171.67,            ,
    3409, 160935.73,            , 161164.75,            ,
    3410, 160928.83,            , 161157.84,            ,
    3411, 160921.94,            , 161150.94,            ,
    3412, 160915.03,            , 161144.02,            ,
    3413, 160908.12,            , 161137.12,            ,
    3414, 160901.23,            , 161130.22,            ,
    3415, 160894.34,            , 161123.31,            ,
    3416, 160887.45,            , 161116.42,            ,
    3417, 160880.56,            , 161109.52,            ,
    3418, 160873.67,            , 161102.61,            ,
    3419, 160866.78,            , 161095.72,            ,
    3420, 160859.89,            , 161088.81,            ,
    3421, 160853.00,            , 161081.91,            ,
    3422, 160846.11,            , 161075.02,            ,
    3423, 160839.22,            , 161068.11,            ,
    3424, 160832.33,            , 161061.20,            ,
    3425, 160825.44,            , 161054.31,            ,
    3426, 160818.55,            , 161047.41,            ,
    3427, 160811.66,            , 161040.50,            ,
    3428, 160804.77,            , 161033.61,            ,
    3429, 160797.88,            , 161026.70,            ,
    3430, 160790.98,            , 161019.80,            ,
    3431, 160784.09,            , 161012.91,            ,
    3432, 160777.20,            , 161006.00,            ,
    3433, 160770.31,            , 160999.09,            ,
    3434, 160763.42,            , 160992.20,            ,
    3435, 160756.53,            , 160985.30,            ,
    3436, 160749.64,            , 160978.39,            ,
    3437, 160742.75,            , 160971.50,            ,
    3438, 160735.86,            , 160964.59,            ,
    3439, 160728.97,            , 160957.69,            ,
    3440, 160722.08,            , 160950.80,            ,
    3441, 160715.19,            , 160943.89,            ,
    3442, 160708.30,            , 160936.98,            ,
    3443, 160701.41,            , 160930.09,            ,
    3444, 160694.52,            , 160923.19,            ,
    3445, 160687.62,            , 160916.28,            ,
    3446, 160680.73,            , 160909.39,            ,
    3447, 160673.84,            , 160902.48,            ,
    3448, 160666.95,            , 160895.58,            ,
    3449, 160660.06,            , 160888.69,            ,
    3450, 160653.83,            , 160882.42,            ,
    3451, 160648.22,            , 160876.80,            ,
    3452, 160654.98,            , 160883.38,            ,
    3453, 160665.91,            , 160894.12,            ,
    3454, 160668.56,            , 160896.70,            ,
    3455, 160665.09,            , 160893.22,            ,
    3456, 160662.84,            , 160890.95,            ,
    3457, 160667.11,            , 160895.12,            ,
    3458, 160675.84,            , 160903.78,            ,
    3459, 160680.77,            , 160908.62,            ,
    3460, 160689.86,            , 160917.64,            ,
    3461, 160704.81,            , 160932.50,            ,
    3462, 160724.28,            , 160951.88,            ,
    3463, 160766.78,            , 160994.20,            ,
    3464, 160771.23,            , 160998.62,            ,
    3465, 160783.14,            , 161010.48,            ,
    3466, 160819.25,            , 161046.47,            ,
    3467, 160843.69,            , 161070.84,            ,
    3468, 160880.16,            , 161107.22,            ,
    3469, 160940.44,            , 161167.38,            ,
    3470, 161013.97,            , 161240.80,            ,
    3471, 161049.22,            , 161276.00,            ,
    3472, 161073.16,            , 161299.91,            ,
    3473, 161105.77,            , 161332.45,            ,
    3474, 161159.31,            , 161385.16,            ,
    3475, 161199.03,            , 161424.78,            ,
    3476, 161196.03,            , 161421.77,            ,
    3477, 161195.28,            , 161421.00,            ,
    3478, 161300.75,            , 161526.33,            ,
    3479, 161372.41,            , 161597.89,            ,
    3480, 161457.64,            , 161683.03,            ,
    3481, 161535.00,            , 161760.34,            ,
    3482, 161574.94,            , 161800.25,            ,
    3483, 161589.80,            , 161815.08,            ,
    3484, 161613.94,            , 161839.12,            ,
    3485, 161658.92,            , 161884.06,            ,
    3486, 161723.06,            , 161948.16,            ,
    3487, 161732.25,            , 161957.33,            ,
    3488, 161757.56,            , 161982.62,            ,
    3489, 161854.72,            , 162079.72,            ,
    3490, 161944.44,            , 162169.39,            ,
    3491, 162008.27,            , 162233.16,            ,
    3492, 162077.75,            , 162303.50,            ,
    3493, 162173.66,            , 162399.38,            ,
    3494, 162236.98,            , 162463.12,            ,
    3495, 162281.06,            , 162507.27,            ,
    3496, 162299.30,            , 162525.48,            ,
    3497, 162299.94,            , 162526.12,            ,
    3498, 162309.67,            , 162535.84,            ,
    3499, 162384.06,            , 162610.20,            ,
    3500, 162487.70,            , 162713.84,            ,
    3501, 162570.28,            , 162796.39,            ,
    3502, 162622.09,            , 162848.20,            ,
    3503, 162639.78,            , 162865.88,            ,
    3504, 162661.45,            , 162888.31,            ,
    3505, 162705.31,            , 162933.81,            ,
    3506, 162773.47,            , 163001.97,            ,
    3507, 162811.97,            , 163040.45,            ,
    3508, 162856.06,            , 163084.92,            ,
    3509, 162873.42,            , 163102.28,            ,
    3510, 162905.09,            , 163133.94,            ,
    3511, 162932.59,            , 163161.44,            ,
    3512, 162965.67,            , 163194.53,            ,
    3513, 163019.25,            , 163248.11,            ,
    3514, 163065.86,            , 163296.02,            ,
    3515, 163141.62,            , 163374.05,            ,
    3516, 163180.69,            , 163413.11,            ,
    3517, 163203.20,            , 163436.30,            ,
    3518, 163221.31,            , 163454.97,            ,
    3519, 163289.73,            , 163525.25,            ,
    3520, 163348.23,            , 163585.36,            ,
    3521, 163401.84,            , 163640.45,            ,
    3522, 163436.28,            , 163674.92,            ,
    3523, 163455.12,            , 163694.39,            ,
    3524, 163467.81,            , 163707.28,            ,
    3525, 163483.41,            , 163722.89,            ,
    3526, 163526.34,            , 163765.84,            ,
    3527, 163576.31,            , 163815.83,            ,
    3528, 163615.98,            , 163856.08,            ,
    3529, 163669.97,            , 163911.47,            ,
    3530, 163707.12,            , 163949.72,            ,
    3531, 163728.25,            , 163971.59,            ,
    3532, 163750.70,            , 163994.83,            ,
    3533, 163789.92,            , 164035.28,            ,
    3534, 163786.91,            , 164032.25,            ,
    3535, 163784.83,            , 164030.17,            ,
    3536, 163832.45,            , 164077.83,            ,
    3537, 163871.06,            , 164116.75,            ,
    3538, 163903.88,            , 164149.58,            ,
    3539, 163917.89,            , 164163.98,            ,
    3540, 163925.02,            , 164171.41,            ,
    3541, 163952.53,            , 164199.67,            ,
    3542, 163992.78,            , 164239.97,            ,
    3543, 163999.78,            , 164246.97,            ,
    3544, 164010.73,            , 164257.92,            ,
    3545, 164032.03,            , 164279.25,            ,
    3546, 164040.36,            , 164287.56,            ,
    3547, 164082.27,            , 164329.50,            ,
    3548, 164083.50,            , 164330.72,            ,
    3549, 164092.28,            , 164339.50,            ,
    3550, 164115.84,            , 164363.09,            ,
    3551, 164113.69,            , 164360.91,            ,
    3552, 164112.44,            , 164359.66,            ,
    3553, 164125.34,            , 164372.56,            ,
    3554, 164118.31,            , 164365.52,            ,
    3555, 164152.23,            , 164399.48,            ,
    3556, 164219.09,            , 164466.39,            ,
    3557, 164272.77,            , 164520.08,            ,
    3558, 164314.77,            , 164562.12,            ,
    3559, 164341.73,            , 164589.09,            ,
    3560, 164368.80,            , 164615.61,            ,
    3561, 164367.45,            , 164614.23,            ,
    3562, 164360.41,            , 164607.19,            ,
    3563, 164363.03,            , 164609.78,            ,
    3564, 164369.12,            , 164615.91,            ,
    3565, 164390.50,            , 164637.28,            ,
    3566, 164408.34,            , 164655.09,            ,
    3567, 164431.72,            , 164678.50,            ,
    3568, 164431.00,            , 164677.77,            ,
    3569, 164423.97,            , 164670.70,            ,
    3570, 164417.34,            , 164664.08,            ,
    3571, 164410.31,            , 164657.03,            ,
    3572, 164414.67,            , 164661.39,            ,
    3573, 164427.47,            , 164674.19,            ,
    3574, 164421.09,            , 164667.80,            ,
    3575, 164414.88,            , 164661.58,            ,
    3576, 164424.34,            , 164671.03,            ,
    3577, 164420.28,            , 164666.94,            ,
    3578, 164417.77,            , 164664.45,            ,
    3579, 164412.28,            , 164658.94,            ,
    3580, 164405.23,            , 164651.88,            ,
    3581, 164398.17,            , 164644.83,            ,
    3582, 164392.12,            , 164638.75,            ,
    3583, 164385.09,            , 164631.69,            ,
    3584, 164380.16,            , 164626.75,            ,
    3585, 164374.42,            , 164621.02,            ,
    3586, 164367.39,            , 164613.97,            ,
    3587, 164360.34,            , 164606.91,            ,
    3588, 164354.20,            , 164600.77,            ,
    3589, 164347.14,            , 164593.70,            ,
    3590, 164340.09,            , 164586.66,            ,
    3591, 164337.56,            , 164584.11,            ,
    3592, 164335.70,            , 164582.22,            ,
    3593, 164334.05,            , 164580.56,            ,
    3594, 164329.39,            , 164575.89,            ,
    3595, 164324.19,            , 164570.69,            ,
    3596, 164317.14,            , 164563.62,            ,
    3597, 164310.09,            , 164556.58,            ,
    3598, 164303.03,            , 164549.52,            ,
    3599, 164296.00,            , 164542.45,            ,
    3600, 164288.95,            , 164535.41,            ,
    3601, 164281.91,            , 164528.34,            ,
    3602, 164274.84,            , 164521.28,            ,
    3603, 164267.81,            , 164514.23,            ,
    3604, 164260.77,            , 164507.17,            ,
    3605, 164253.72,            , 164500.11,            ,
    3606, 164246.66,            , 164493.06,            ,
    3607, 164240.66,            , 164487.03,            ,
    3608, 164233.95,            , 164480.31,            ,
    3609, 164226.92,            , 164473.25,            ,
    3610, 164219.88,            , 164466.20,            ,
    3611, 164212.83,            , 164459.14,            ,
    3612, 164205.78,            , 164452.08,            ,
    3613, 164198.75,            , 164445.05,            ,
    3614, 164192.91,            , 164439.20,            ,
    3615, 164185.88,            , 164432.16,            ,
    3616, 164178.84,            , 164425.11,            ,
    3617, 164171.81,            , 164418.08,            ,
    3618, 164164.78,            , 164411.03,            ,
    3619, 164157.75,            , 164403.98,            ,
    3620, 164150.72,            , 164396.95,            ,
    3621, 164143.69,            , 164389.91,            ,
    3622, 164136.66,            , 164382.86,            ,
    3623, 164129.62,            , 164375.83,            ,
    3624, 164129.62,            , 164375.83,            ,
    3625, 164129.62,            , 164375.83,            ,
    3626, 164129.62,            , 164375.83,            ,
    3627, 164129.62,            , 164375.83,            ,
    3628, 164129.62,            , 164375.83,            ,
    3629, 164129.62,            , 164375.83,            ,
    3630, 164129.62,            , 164375.83,            ,
    3631, 164129.62,            , 164375.83,            ,
    3632, 164129.62,            , 164375.83,            ,
    3633, 164129.62,            , 164375.83,            ,
    3634, 164129.62,            , 164375.83,            ,
    3635, 164129.62,            , 164375.83,            ,
    3636, 164129.62,            , 164375.83,            ,
    3637, 164129.62,            , 164375.83,            ,
    3638, 164129.62,            , 164375.83,            ,
    3639, 164129.62,            , 164375.83,            ,
    3640, 164129.62,            , 164375.83,            ,
    3641, 164129.62,            , 164375.83,            ,
    3642, 164129.62,            , 164375.83,            ,
    3643, 164129.62,            , 164375.83,            ,
    3644, 164129.62,            , 164375.83,            ,
    3645, 164129.62,            , 164375.83,            ,
    3646, 164129.62,            , 164375.83,            ,
    3647, 164129.62,            , 164375.83,            ,
    3648, 164129.62,            , 164375.83,            ,
    3649, 164129.62,            , 164375.83,            ,
    3650, 164129.62,            , 164375.83,            ,
    3651, 164129.62,            , 164375.83,            ,
    3652, 164129.62,            , 164375.83,            ,
    3653, 164129.62,            , 164375.83,            ,
    3654, 164129.62,            , 164375.83,            ,
    3655, 164129.62,            , 164375.83,            ,
    3656, 164129.62,            , 164375.83,            ,
    3657, 164129.62,            , 164375.83,            ,
    3658, 164129.62,            , 164375.83,            ,
    3659, 164129.62,            , 164375.83,            ,
    3660, 164129.62,            , 164375.83,            ,
    3661, 164129.62,            , 164375.83,            ,
    3662, 164129.62,            , 164375.83,            ,
    3663, 164129.62,            , 164375.83,            ,
    3664, 164129.62,            , 164375.83,            ,
    3665, 164129.62,            , 164375.83,            ,
    3666, 164129.62,            , 164375.83,            ,
    3667, 164129.62,            , 164375.83,            ,
    3668, 164129.62,            , 164375.83,            ,
    3669, 164129.62,            , 164375.83,            ,
    3670, 164129.62,            , 164375.83,            ,
    3671, 164129.62,            , 164375.83,            ,
    3672, 164129.62,            , 164375.83,            ,
    3673, 164129.62,            , 164375.83,            ,
    3674, 164129.62,            , 164375.83,            ,
    3675, 164129.62,            , 164375.83,            ,
    3676, 164129.62,            , 164375.83,            ,
    3677, 164129.62,            , 164375.83,            ,
    3678, 164129.62,            , 164375.83,            ,
    3679, 164129.62,            , 164375.83,            ,
    3680, 164129.62,            , 164375.83,            ,
    3681, 164129.62,            , 164375.83,            ,
    3682, 164129.62,            , 164375.83,            ,
    3683, 164122.59,            , 164368.78,            ,
    3684, 164115.56,            , 164361.73,            ,
    3685, 164108.53,            , 164354.70,            ,
    3686, 164101.50,            , 164347.66,            ,
    3687, 164094.47,            , 164340.61,            ,
    3688, 164087.44,            , 164333.58,            ,
    3689, 164080.41,            , 164326.53,            ,
    3690, 164073.38,            , 164319.48,            ,
    3691, 164066.34,            , 164312.45,            ,
    3692, 164059.31,            , 164305.41,            ,
    3693, 164052.28,            , 164298.36,            ,
    3694, 164045.25,            , 164291.33,            ,
    3695, 164038.22,            , 164284.28,            ,
    3696, 164031.19,            , 164277.23,            ,
    3697, 164024.16,            , 164270.20,            ,
    3698, 164017.12,            , 164263.16,            ,
    3699, 164010.09,            , 164256.11,            ,
    3700, 164003.06,            , 164249.08,            ,
    3701, 163996.03,            , 164242.03,            ,
    3702, 163989.00,            , 164234.98,            ,
    3703, 163981.97,            , 164227.95,            ,
    3704, 163974.94,            , 164220.91,            ,
    3705, 163967.91,            , 164213.86,            ,
    3706, 163960.88,            , 164206.83,            ,
    3707, 163953.84,            , 164199.78,            ,
    3708, 163946.81,            , 164192.73,            ,
    3709, 163939.78,            , 164185.70,            ,
    3710, 163932.75,            , 164178.66,            ,
    3711, 163925.72,            , 164171.61,            ,
    3712, 163918.69,            , 164164.58,            ,
    3713, 163911.66,            , 164157.53,            ,
    3714, 163904.62,            , 164150.48,            ,
    3715, 163897.59,            , 164143.45,            ,
    3716, 163890.56,            , 164136.41,            ,
    3717, 163883.53,            , 164129.36,            ,
    3718, 163876.50,            , 164122.33,            ,
    3719, 163869.47,            , 164115.28,            ,
    3720, 163862.44,            , 164108.23,            ,
    3721, 163855.42,            , 164101.20,            ,
    3722, 163848.39,            , 164094.16,            ,
    3723, 163841.36,            , 164087.12,            ,
    3724, 163834.34,            , 164080.08,            ,
    3725, 163827.31,            , 164073.06,            ,
    3726, 163820.30,            , 164066.05,            ,
    3727, 163813.28,            , 164059.00,            ,
    3728, 163806.25,            , 164051.98,            ,
    3729, 163799.25,            , 164044.97,            ,
    3730, 163792.23,            , 164037.92,            ,
    3731, 163785.22,            , 164030.91,            ,
    3732, 163778.19,            , 164023.89,            ,
