 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
   10106,  46671.37,            , 207871.36,            ,
   10107,  46700.89,            , 207912.50,            ,
   10108,  46758.94,            , 207965.69,            ,
   10109,  46779.49,            , 207997.69,            ,
   10110,  46802.46,            , 208031.67,            ,
   10111,  46828.34,            , 208064.25,            ,
   10112,  46861.85,            , 208102.00,            ,
   10113,  46914.98,            , 208158.16,            ,
   10114,  46925.95,            , 208200.84,            ,
   10115,  46948.81,            , 208246.38,            ,
   10116,  46988.86,            , 208289.81,            ,
   10117,  47047.40,            , 208350.22,            ,
   10118,  47098.07,            , 208401.33,            ,
   10119,  47103.74,            , 208416.81,            ,
   10120,  47079.68,            , 208421.69,            ,
   10121,  47057.86,            , 208431.91,            ,
   10122,  47071.25,            , 208453.03,            ,
   10123,  47049.59,            , 208491.00,            ,
   10124,  47084.16,            , 208526.58,            ,
   10125,  47110.62,            , 208556.53,            ,
   10126,  47127.44,            , 208595.72,            ,
   10127,  47138.93,            , 208617.00,            ,
   10128,  47146.20,            , 208631.02,            ,
   10129,  47155.52,            , 208644.25,            ,
   10130,  47167.56,            , 208664.81,            ,
   10131,  47218.35,            , 208716.81,            ,
   10132,  47230.21,            , 208733.75,            ,
   10133,  47224.97,            , 208747.95,            ,
   10134,  47208.64,            , 208762.16,            ,
   10135,  47188.23,            , 208761.44,            ,
   10136,  47164.13,  48849.10, 208752.48, 215590.05,
   10137,  47140.05,            , 208743.53,            ,
   10138,  47115.98,            , 208734.59,            ,
   10139,  47091.92,            , 208725.64,            ,
   10140,  47067.87,            , 208716.69,            ,
   10141,  47043.84,            , 208709.05,            ,
   10142,  47021.19,            , 208726.69,            ,
   10143,  46999.19,            , 208720.41,            ,
   10144,  46977.77,            , 208714.94,            ,
   10145,  46972.87,            , 208732.75,            ,
   10146,  46977.95,            , 208758.25,            ,
   10147,  47012.13,            , 208787.03,            ,
   10148,  47023.88,            , 208801.81,            ,
   10149,  47033.88,            , 208825.97,            ,
   10150,  47009.87,            , 208821.22,            ,
   10151,  46985.87,            , 208815.38,            ,
   10152,  46961.88,            , 208806.42,            ,
   10153,  46937.91,            , 208797.47,            ,
   10154,  46913.95,            , 208793.28,            ,
   10155,  46890.00,            , 208788.53,            ,
   10156,  46866.06,            , 208779.59,            ,
   10157,  46842.13,            , 208770.66,            ,
   10158,  46818.22,            , 208761.72,            ,
   10159,  46794.32,            , 208754.62,            ,
   10160,  46770.44,            , 208748.47,            ,
   10161,  46746.57,            , 208741.31,            ,
   10162,  46722.70,            , 208732.38,            ,
   10163,  46698.86,            , 208723.41,            ,
   10164,  46675.02,            , 208714.47,            ,
   10165,  46651.20,            , 208705.52,            ,
   10166,  46632.43,            , 208707.20,            ,
   10167,  46608.63,            , 208698.25,            ,
   10168,  46584.84,            , 208689.28,            ,
   10169,  46561.07,            , 208682.34,            ,
   10170,  46542.60,            , 208679.66,            ,
   10171,  46526.00,            , 208678.31,            ,
   10172,  46510.70,            , 208676.44,            ,
   10173,  46487.82,            , 208668.62,            ,
   10174,  46464.10,            , 208659.69,            ,
   10175,  46440.39,            , 208650.75,            ,
   10176,  46416.69,            , 208641.80,            ,
   10177,  46393.01,            , 208632.84,            ,
   10178,  46369.33,            , 208623.91,            ,
   10179,  46345.68,            , 208614.97,            ,
   10180,  46322.03,            , 208606.03,            ,
   10181,  46298.39,            , 208597.09,            ,
   10182,  46274.77,            , 208588.14,            ,
   10183,  46251.16,            , 208579.19,            ,
   10184,  46227.57,            , 208570.25,            ,
   10185,  46203.98,            , 208561.31,            ,
   10186,  46180.41,            , 208552.38,            ,
   10187,  46156.85,            , 208543.44,            ,
   10188,  46133.30,            , 208534.50,            ,
   10189,  46109.77,            , 208525.56,            ,
   10190,  46086.25,            , 208516.62,            ,
   10191,  46062.74,            , 208507.69,            ,
   10192,  46039.25,            , 208498.75,            ,
   10193,  46015.76,            , 208489.81,            ,
   10194,  45992.29,            , 208480.88,            ,
   10195,  45968.83,            , 208471.94,            ,
   10196,  45945.38,            , 208463.00,            ,
   10197,  45945.38,            , 208463.00,            ,
   10198,  45945.38,            , 208463.00,            ,
   10199,  45945.38,            , 208463.00,            ,
   10200,  45945.38,            , 208463.00,            ,
   10201,  45945.38,            , 208463.00,            ,
   10202,  45945.38,            , 208463.00,            ,
   10203,  45945.38,            , 208463.00,            ,
   10204,  45945.38,            , 208463.00,            ,
   10205,  45945.38,            , 208463.00,            ,
   10206,  45945.38,            , 208463.00,            ,
   10207,  45945.38,            , 208463.00,            ,
   10208,  45945.38,            , 208463.00,            ,
   10209,  45945.38,            , 208463.00,            ,
   10210,  45945.38,            , 208463.00,            ,
   10211,  45945.38,            , 208463.00,            ,
   10212,  45945.38,            , 208463.00,            ,
   10213,  45945.38,            , 208463.00,            ,
   10214,  45945.38,            , 208463.00,            ,
   10215,  45945.38,            , 208463.00,            ,
   10216,  45945.38,            , 208463.00,            ,
   10217,  45945.38,            , 208463.00,            ,
   10218,  45945.38,            , 208463.00,            ,
   10219,  45945.38,            , 208463.00,            ,
   10220,  45945.38,            , 208463.00,            ,
   10221,  45945.38,            , 208463.00,            ,
   10222,  45945.38,            , 208463.00,            ,
   10223,  45945.38,            , 208463.00,            ,
   10224,  45945.38,            , 208463.00,            ,
   10225,  45945.38,            , 208463.00,            ,
   10226,  45945.38,            , 208463.00,            ,
   10227,  45945.38,            , 208463.00,            ,
   10228,  45945.38,            , 208463.00,            ,
   10229,  45945.38,            , 208463.00,            ,
   10230,  45945.38,            , 208463.00,            ,
   10231,  45945.38,            , 208463.00,            ,
   10232,  45945.38,            , 208463.00,            ,
   10233,  45945.38,            , 208463.00,            ,
   10234,  45945.38,            , 208463.00,            ,
   10235,  45945.38,            , 208463.00,            ,
   10236,  45945.38,            , 208463.00,            ,
   10237,  45945.38,            , 208463.00,            ,
   10238,  45945.38,            , 208463.00,            ,
   10239,  45945.38,            , 208463.00,            ,
   10240,  45945.38,            , 208463.00,            ,
   10241,  45945.38,            , 208463.00,            ,
   10242,  45945.38,            , 208463.00,            ,
   10243,  45945.38,            , 208463.00,            ,
   10244,  45945.38,            , 208463.00,            ,
   10245,  45945.38,            , 208463.00,            ,
   10246,  45945.38,            , 208463.00,            ,
   10247,  45945.38,            , 208463.00,            ,
   10248,  45945.38,            , 208463.00,            ,
   10249,  45945.38,            , 208463.00,            ,
   10250,  45945.38,            , 208463.00,            ,
   10251,  45945.38,            , 208463.00,            ,
   10252,  45945.38,            , 208463.00,            ,
   10253,  45945.38,            , 208463.00,            ,
   10254,  45945.38,            , 208463.00,            ,
   10255,  45945.38,            , 208463.00,            ,
   10256,  45945.38,            , 208463.00,            ,
   10257,  45945.38,            , 208463.00,            ,
   10258,  45921.95,            , 208454.06,            ,
   10259,  45898.55,            , 208445.12,            ,
   10260,  45875.17,            , 208436.19,            ,
   10261,  45851.81,            , 208427.25,            ,
   10262,  45828.45,            , 208418.31,            ,
   10263,  45805.11,            , 208409.41,            ,
   10264,  45781.78,            , 208400.47,            ,
   10265,  45758.46,            , 208391.53,            ,
   10266,  45735.15,            , 208382.59,            ,
   10267,  45711.86,            , 208373.66,            ,
   10268,  45688.58,            , 208364.72,            ,
   10269,  45665.31,            , 208355.81,            ,
   10270,  45642.05,            , 208346.88,            ,
   10271,  45618.81,            , 208337.94,            ,
   10272,  45595.58,            , 208329.00,            ,
   10273,  45572.36,            , 208320.06,            ,
   10274,  45549.15,            , 208311.12,            ,
   10275,  45525.95,            , 208302.22,            ,
   10276,  45502.77,            , 208293.28,            ,
   10277,  45479.60,            , 208284.34,            ,
   10278,  45456.44,            , 208275.41,            ,
   10279,  45433.30,            , 208266.50,            ,
   10280,  45410.16,            , 208257.56,            ,
   10281,  45387.04,            , 208248.62,            ,
   10282,  45363.93,            , 208239.72,            ,
   10283,  45340.83,            , 208230.78,            ,
   10284,  45317.75,            , 208221.84,            ,
   10285,  45294.67,            , 208212.94,            ,
   10286,  45271.61,            , 208204.02,            ,
   10287,  45248.57,            , 208195.09,            ,
   10288,  45225.53,            , 208186.16,            ,
   10289,  45202.51,            , 208177.25,            ,
   10290,  45179.50,            , 208168.31,            ,
   10291,  45156.50,            , 208159.41,            ,
   10292,  45133.51,            , 208150.48,            ,
   10293,  45110.53,            , 208141.56,            ,
   10294,  45087.57,            , 208132.62,            ,
   10295,  45064.62,            , 208123.72,            ,
   10296,  45041.68,            , 208114.78,            ,
   10297,  45018.75,            , 208105.88,            ,
   10298,  44995.84,            , 208096.95,            ,
   10299,  44972.93,            , 208088.03,            ,
   10300,  44950.05,            , 208079.09,            ,
   10301,  44927.16,            , 208070.19,            ,
   10302,  44904.30,            , 208061.25,            ,
   10303,  44881.45,            , 208052.34,            ,
   10304,  44858.61,            , 208043.42,            ,
   10305,  44835.78,            , 208034.53,            ,
   10306,  44812.96,            , 208025.59,            ,
   10307,  44790.16,            , 208016.67,            ,
   10308,  44767.36,            , 208007.75,            ,
   10309,  44744.58,            , 207998.84,            ,
   10310,  44721.80,            , 207989.92,            ,
   10311,  44699.05,            , 207981.03,            ,
   10312,  44676.30,            , 207972.09,            ,
   10313,  44653.57,            , 207963.17,            ,
   10314,  44630.85,            , 207954.25,            ,
   10315,  44608.13,            , 207945.34,            ,
   10316,  44585.44,            , 207936.42,            ,
   10317,  44562.75,            , 207927.53,            ,
   10318,  44540.08,            , 207918.59,            ,
   10319,  44517.41,            , 207909.69,            ,
   10320,  44494.77,            , 207900.78,            ,
   10321,  44472.13,            , 207891.84,            ,
   10322,  44449.50,            , 207882.95,            ,
   10323,  44426.89,            , 207874.06,            ,
   10324,  44404.29,            , 207865.12,            ,
   10325,  44381.70,            , 207856.22,            ,
   10326,  44359.12,            , 207847.31,            ,
   10327,  44336.56,            , 207838.39,            ,
   10328,  44314.01,            , 207829.50,            ,
   10329,  44291.46,            , 207820.59,            ,
   10330,  44268.94,            , 207811.67,            ,
   10331,  44246.42,            , 207802.78,            ,
   10332,  44223.91,            , 207793.88,            ,
   10333,  44201.42,            , 207784.95,            ,
   10334,  44178.93,            , 207776.06,            ,
   10335,  44156.46,            , 207767.16,            ,
   10336,  44134.01,            , 207758.23,            ,
   10337,  44111.56,            , 207749.34,            ,
   10338,  44089.12,            , 207740.44,            ,
   10339,  44066.70,            , 207731.52,            ,
   10340,  44044.29,            , 207722.62,            ,
   10341,  44021.89,            , 207713.72,            ,
   10342,  43999.50,            , 207704.80,            ,
   10343,  43977.13,            , 207695.91,            ,
   10344,  43954.77,            , 207687.00,            ,
   10345,  43932.41,            , 207678.09,            ,
   10346,  43910.07,            , 207669.19,            ,
   10347,  43887.74,            , 207660.28,            ,
   10348,  43865.42,            , 207651.39,            ,
   10349,  43843.12,            , 207642.50,            ,
   10350,  43820.82,            , 207633.59,            ,
   10351,  43798.54,            , 207624.69,            ,
   10352,  43776.27,            , 207615.78,            ,
   10353,  43754.02,            , 207606.88,            ,
   10354,  43731.77,            , 207597.98,            ,
   10355,  43709.54,            , 207589.09,            ,
   10356,  43687.31,            , 207580.19,            ,
   10357,  43665.10,            , 207571.28,            ,
   10358,  43642.90,            , 207562.38,            ,
   10359,  43620.71,            , 207553.50,            ,
   10360,  43598.54,            , 207544.59,            ,
   10361,  43576.38,            , 207535.69,            ,
   10362,  43554.22,            , 207526.81,            ,
   10363,  43532.08,            , 207517.91,            ,
   10364,  43509.95,            , 207509.00,            ,
   10365,  43487.84,            , 207500.12,            ,
   10366,  43465.73,            , 207491.22,            ,
   10367,  43443.64,            , 207482.33,            ,
   10368,  43421.55,            , 207473.44,            ,
   10369,  43399.48,            , 207464.55,            ,
   10370,  43377.42,            , 207455.66,            ,
   10371,  43355.37,            , 207446.77,            ,
   10372,  43333.34,            , 207437.88,            ,
   10373,  43311.31,            , 207428.98,            ,
   10374,  43290.27,            , 207420.09,            ,
   10375,  43270.41,            , 207411.20,            ,
   10376,  43248.42,            , 207402.31,            ,
   10377,  43226.44,            , 207393.42,            ,
   10378,  43204.47,            , 207384.53,            ,
   10379,  43182.52,            , 207375.64,            ,
   10380,  43160.57,            , 207366.75,            ,
   10381,  43138.64,            , 207357.86,            ,
   10382,  43123.21,            , 207348.97,            ,
   10383,  43117.78,            , 207340.08,            ,
   10384,  43095.87,            , 207331.19,            ,
   10385,  43081.65,            , 207322.31,            ,
   10386,  43065.08,            , 207313.42,            ,
   10387,  43050.62,            , 207304.53,            ,
   10388,  43040.82,            , 207295.64,            ,
   10389,  43046.77,            , 207286.77,            ,
   10390,  43071.91,            , 207277.88,            ,
   10391,  43117.62,            , 207269.00,            ,
   10392,  43177.85,            , 207260.11,            ,
   10393,  43252.35,            , 207251.22,            ,
   10394,  43341.66,            , 207242.33,            ,
   10395,  43413.61,            , 207239.16,            ,
   10396,  43486.31,            , 207242.12,            ,
   10397,  43489.27,            , 207237.53,            ,
   10398,  43495.09,            , 207234.41,            ,
   10399,  43504.38,            , 207232.28,            ,
   10400,  43529.55,            , 207236.88,            ,
   10401,  43572.78,            , 207243.09,            ,
   10402,  43627.20,            , 207256.56,            ,
   10403,  43731.29,            , 207281.16,            ,
   10404,  43840.26,            , 207313.75,            ,
   10405,  43923.26,            , 207338.78,            ,
   10406,  44010.77,            , 207371.80,            ,
   10407,  44049.05,            , 207391.16,            ,
   10408,  44074.29,            , 207405.53,            ,
   10409,  44087.30,            , 207418.12,            ,
   10410,  44114.43,            , 207432.80,            ,
   10411,  44168.14,            , 207465.00,            ,
   10412,  44230.71,            , 207502.92,            ,
   10413,  44364.27,            , 207562.45,            ,
   10414,  44375.29,            , 207585.69,            ,
   10415,  44409.28,            , 207615.72,            ,
   10416,  44484.75,            , 207663.25,            ,
   10417,  44593.25,            , 207733.80,            ,
   10418,  44640.38,            , 207761.53,            ,
   10419,  44703.97,            , 207805.00,            ,
   10420,  44843.77,            , 207883.03,            ,
   10421,  44963.22,            , 207962.12,            ,
   10422,  45084.90,            , 208043.28,            ,
   10423,  45077.74,            , 208043.38,            ,
   10424,  45072.24,            , 208045.78,            ,
   10425,  45138.51,            , 208105.19,            ,
   10426,  45204.36,            , 208159.08,            ,
   10427,  45264.48,            , 208206.06,            ,
   10428,  45360.70,            , 208280.25,            ,
   10429,  45440.84,            , 208339.09,            ,
   10430,  45484.81,            , 208369.70,            ,
   10431,  45516.30,            , 208401.22,            ,
   10432,  45567.14,            , 208446.97,            ,
   10433,  45638.32,            , 208507.91,            ,
   10434,  45675.81,            , 208543.36,            ,
   10435,  45716.82,            , 208581.44,            ,
   10436,  45794.91,            , 208647.22,            ,
   10437,  45811.22,            , 208669.12,            ,
   10438,  45831.69,            , 208692.44,            ,
   10439,  45895.35,            , 208751.06,            ,
   10440,  45909.52,            , 208769.66,            ,
   10441,  45925.63,            , 208790.55,            ,
   10442,  45935.13,            , 208805.34,            ,
   10443,  45947.13,            , 208822.75,            ,
   10444,  45992.85,            , 208871.25,            ,
   10445,  46059.20,            , 208933.41,            ,
   10446,  46173.11,            , 209022.28,            ,
   10447,  46169.73,            , 209027.28,            ,
   10448,  46164.84,            , 209032.67,            ,
   10449,  46200.23,            , 209070.88,            ,
   10450,  46266.09,            , 209127.28,            ,
   10451,  46324.23,            , 209182.20,            ,
   10452,  46387.57,            , 209242.41,            ,
   10453,  46445.08,            , 209288.91,            ,
   10454,  46479.78,            , 209328.03,            ,
   10455,  46491.91,            , 209352.75,            ,
   10456,  46541.05,            , 209408.88,            ,
   10457,  46606.00,            , 209464.42,            ,
   10458,  46649.93,            , 209509.03,            ,
   10459,  46649.52,            , 209516.86,            ,
   10460,  46650.74,            , 209527.59,            ,
   10461,  46668.90,            , 209552.42,            ,
   10462,  46732.16,            , 209616.91,            ,
   10463,  46826.03,            , 209695.56,            ,
   10464,  46818.11,            , 209698.91,            ,
   10465,  46812.86,            , 209704.22,            ,
   10466,  46817.68,            , 209718.84,            ,
   10467,  46822.48,            , 209731.47,            ,
   10468,  46821.47,            , 209745.05,            ,
   10469,  46815.66,            , 209757.77,            ,
   10470,  46882.58,            , 209833.56,            ,
   10471,  46985.93,            , 209914.50,            ,
   10472,  47093.52,            , 210000.25,            ,
   10473,  47190.19,            , 210076.53,            ,
   10474,  47284.57,            , 210156.75,            ,
   10475,  47373.28,            , 210224.61,            ,
   10476,  47450.48,            , 210286.30,            ,
   10477,  47517.98,            , 210342.56,            ,
   10478,  47566.03,            , 210394.47,            ,
   10479,  47617.23,            , 210451.09,            ,
   10480,  47666.91,            , 210504.84,            ,
   10481,  47711.30,            , 210555.94,            ,
   10482,  47760.30,            , 210608.34,            ,
   10483,  47805.24,            , 210656.91,            ,
   10484,  47836.65,            , 210693.02,            ,
   10485,  47876.38,            , 210738.34,            ,
   10486,  47910.74,            , 210780.31,            ,
   10487,  47930.43,            , 210807.53,            ,
   10488,  47936.45,            , 210824.00,            ,
   10489,  47961.50,            , 210864.59,            ,
   10490,  47993.44,            , 210901.08,            ,
   10491,  47978.17,            , 210899.16,            ,
   10492,  47963.82,            , 210897.86,            ,
   10493,  47972.46,            , 210914.42,            ,
   10494,  48034.58,            , 210969.25,            ,
   10495,  48048.51,            , 210998.88,            ,
   10496,  48052.58,            , 211014.31,            ,
   10497,  48056.77,            , 211028.94,            ,
   10498,  48059.06,            , 211043.31,            ,
   10499,  48034.69,            , 211044.66,            ,
   10500,  48010.33,            , 211035.59,            ,
   10501,  47985.99,            , 211026.56,            ,
   10502,  47961.66,            , 211017.50,            ,
   10503,  47937.35,            , 211014.19,            ,
   10504,  47914.15,            , 211014.53,            ,
   10505,  47889.86,            , 211017.44,            ,
   10506,  47865.58,            , 211009.69,            ,
   10507,  47841.32,            , 211000.66,            ,
   10508,  47817.07,            , 210997.38,            ,
   10509,  47792.82,            , 210990.62,            ,
   10510,  47768.60,            , 210981.59,            ,
   10511,  47744.38,            , 210972.56,            ,
   10512,  47720.18,            , 210963.53,            ,
   10513,  47695.99,            , 210954.47,            ,
   10514,  47671.81,            , 210945.44,            ,
   10515,  47647.65,            , 210936.38,            ,
   10516,  47623.50,            , 210927.34,            ,
   10517,  47599.36,            , 210918.31,            ,
   10518,  47575.23,            , 210909.28,            ,
   10519,  47551.12,            , 210902.89,            ,
   10520,  47527.02,            , 210895.62,            ,
   10521,  47502.93,            , 210886.59,            ,
   10522,  47478.85,            , 210877.56,            ,
   10523,  47454.79,            , 210868.52,            ,
   10524,  47430.74,            , 210859.47,            ,
   10525,  47406.70,            , 210850.44,            ,
   10526,  47382.68,            , 210841.41,            ,
   10527,  47358.67,            , 210832.56,            ,
   10528,  47334.66,            , 210825.09,            ,
   10529,  47310.68,            , 210817.44,            ,
   10530,  47287.00,            , 210808.88,            ,
   10531,  47263.04,            , 210799.94,            ,
   10532,  47239.09,            , 210790.91,            ,
   10533,  47215.15,            , 210781.88,            ,
   10534,  47191.23,            , 210772.83,            ,
   10535,  47167.32,            , 210763.78,            ,
   10536,  47143.41,            , 210754.75,            ,
   10537,  47119.53,            , 210745.72,            ,
   10538,  47095.66,            , 210736.97,            ,
   10539,  47071.83,            , 210728.41,            ,
   10540,  47050.95,            , 210728.06,            ,
   10541,  47027.11,            , 210719.59,            ,
   10542,  47003.29,            , 210710.56,            ,
   10543,  46979.48,            , 210701.53,            ,
   10544,  46955.68,            , 210694.91,            ,
   10545,  46931.89,            , 210687.22,            ,
   10546,  46908.11,            , 210678.19,            ,
   10547,  46884.35,            , 210669.16,            ,
   10548,  46860.60,            , 210660.12,            ,
   10549,  46836.86,            , 210651.34,            ,
   10550,  46813.14,            , 210642.72,            ,
   10551,  46789.42,            , 210633.69,            ,
   10552,  46765.72,            , 210624.69,            ,
   10553,  46742.03,            , 210615.66,            ,
   10554,  46718.36,            , 210607.72,            ,
   10555,  46694.70,            , 210598.69,            ,
   10556,  46671.04,            , 210589.67,            ,
   10557,  46647.40,            , 210580.66,            ,
   10558,  46623.77,            , 210571.62,            ,
   10559,  46600.16,            , 210562.59,            ,
   10560,  46576.56,            , 210553.56,            ,
   10561,  46552.98,            , 210544.53,            ,
   10562,  46529.39,            , 210535.52,            ,
   10563,  46529.39,            , 210535.52,            ,
   10564,  46529.39,            , 210535.52,            ,
   10565,  46529.39,            , 210535.52,            ,
   10566,  46529.39,            , 210535.52,            ,
   10567,  46529.39,            , 210535.52,            ,
   10568,  46529.39,            , 210535.52,            ,
   10569,  46529.39,            , 210535.52,            ,
   10570,  46529.39,            , 210535.52,            ,
   10571,  46529.39,            , 210535.52,            ,
   10572,  46529.39,            , 210535.52,            ,
   10573,  46529.39,            , 210535.52,            ,
   10574,  46529.39,            , 210535.52,            ,
   10575,  46529.39,            , 210535.52,            ,
   10576,  46529.39,            , 210535.52,            ,
   10577,  46529.39,            , 210535.52,            ,
   10578,  46529.39,            , 210535.52,            ,
   10579,  46529.39,            , 210535.52,            ,
   10580,  46529.39,            , 210535.52,            ,
   10581,  46529.39,            , 210535.52,            ,
   10582,  46529.39,            , 210535.52,            ,
   10583,  46529.39,            , 210535.52,            ,
   10584,  46529.39,            , 210535.52,            ,
   10585,  46529.39,            , 210535.52,            ,
   10586,  46529.39,            , 210535.52,            ,
   10587,  46529.39,            , 210535.52,            ,
   10588,  46529.39,            , 210535.52,            ,
   10589,  46529.39,            , 210535.52,            ,
   10590,  46529.39,            , 210535.52,            ,
   10591,  46529.39,            , 210535.52,            ,
   10592,  46529.39,            , 210535.52,            ,
   10593,  46529.39,            , 210535.52,            ,
   10594,  46529.39,            , 210535.52,            ,
   10595,  46529.39,            , 210535.52,            ,
   10596,  46529.39,            , 210535.52,            ,
   10597,  46529.39,            , 210535.52,            ,
   10598,  46529.39,            , 210535.52,            ,
   10599,  46529.39,            , 210535.52,            ,
   10600,  46529.39,            , 210535.52,            ,
   10601,  46529.39,            , 210535.52,            ,
   10602,  46529.39,            , 210535.52,            ,
   10603,  46529.39,            , 210535.52,            ,
   10604,  46529.39,            , 210535.52,            ,
   10605,  46529.39,            , 210535.52,            ,
   10606,  46529.39,            , 210535.52,            ,
   10607,  46529.39,            , 210535.52,            ,
   10608,  46529.39,            , 210535.52,            ,
   10609,  46529.39,            , 210535.52,            ,
   10610,  46529.39,            , 210535.52,            ,
   10611,  46529.39,            , 210535.52,            ,
   10612,  46529.39,            , 210535.52,            ,
   10613,  46529.39,            , 210535.52,            ,
   10614,  46529.39,            , 210535.52,            ,
   10615,  46529.39,            , 210535.52,            ,
   10616,  46529.39,            , 210535.52,            ,
   10617,  46529.39,            , 210535.52,            ,
   10618,  46529.39,            , 210535.52,            ,
   10619,  46529.39,            , 210535.52,            ,
   10620,  46529.39,            , 210535.52,            ,
   10621,  46529.39,            , 210535.52,            ,
   10622,  46529.39,            , 210535.52,            ,
   10623,  46529.39,            , 210535.52,            ,
   10624,  46505.83,            , 210526.50,            ,
   10625,  46482.30,            , 210517.47,            ,
   10626,  46458.79,            , 210508.44,            ,
   10627,  46435.29,            , 210499.41,            ,
   10628,  46411.80,            , 210490.39,            ,
   10629,  46388.32,            , 210481.38,            ,
   10630,  46364.86,            , 210472.34,            ,
   10631,  46341.41,            , 210463.33,            ,
   10632,  46317.97,            , 210454.31,            ,
   10633,  46294.54,            , 210445.28,            ,
   10634,  46271.12,            , 210436.27,            ,
   10635,  46247.72,            , 210427.25,            ,
   10636,  46224.33,            , 210418.22,            ,
   10637,  46200.95,            , 210409.20,            ,
   10638,  46177.58,            , 210400.19,            ,
   10639,  46154.23,            , 210391.16,            ,
   10640,  46130.89,            , 210382.14,            ,
   10641,  46107.55,            , 210373.12,            ,
   10642,  46084.24,            , 210364.09,            ,
   10643,  46060.93,            , 210355.09,            ,
   10644,  46037.64,            , 210346.06,            ,
   10645,  46014.36,            , 210337.05,            ,
   10646,  45991.09,            , 210328.03,            ,
   10647,  45967.84,            , 210319.03,            ,
   10648,  45944.59,            , 210310.00,            ,
   10649,  45921.35,            , 210301.00,            ,
   10650,  45898.14,            , 210291.97,            ,
   10651,  45874.93,            , 210282.95,            ,
   10652,  45851.73,            , 210273.94,            ,
   10653,  45828.55,            , 210264.94,            ,
   10654,  45805.38,            , 210255.91,            ,
   10655,  45782.22,            , 210246.91,            ,
   10656,  45759.07,            , 210237.88,            ,
   10657,  45735.94,            , 210228.89,            ,
   10658,  45712.81,            , 210219.88,            ,
   10659,  45689.70,            , 210210.88,            ,
   10660,  45666.60,            , 210201.84,            ,
   10661,  45643.52,            , 210192.84,            ,
   10662,  45620.44,            , 210183.81,            ,
   10663,  45597.38,            , 210174.83,            ,
   10664,  45574.33,            , 210165.81,            ,
   10665,  45551.29,            , 210156.81,            ,
   10666,  45528.26,            , 210147.78,            ,
   10667,  45505.25,            , 210138.78,            ,
   10668,  45482.24,            , 210129.78,            ,
   10669,  45459.25,            , 210120.77,            ,
   10670,  45436.27,            , 210111.78,            ,
   10671,  45413.30,            , 210102.75,            ,
   10672,  45390.35,            , 210093.75,            ,
   10673,  45367.41,            , 210084.75,            ,
   10674,  45344.48,            , 210075.75,            ,
   10675,  45321.56,            , 210066.73,            ,
   10676,  45298.66,            , 210057.75,            ,
   10677,  45275.77,            , 210048.72,            ,
   10678,  45252.88,            , 210039.72,            ,
   10679,  45230.01,            , 210030.72,            ,
   10680,  45207.15,            , 210021.72,            ,
   10681,  45184.30,            , 210012.70,            ,
   10682,  45161.47,            , 210003.72,            ,
   10683,  45138.65,            , 209994.70,            ,
   10684,  45115.84,            , 209985.69,            ,
   10685,  45093.04,            , 209976.72,            ,
   10686,  45070.25,            , 209967.70,            ,
   10687,  45047.48,            , 209958.69,            ,
   10688,  45024.71,            , 209949.72,            ,
   10689,  45001.96,            , 209940.70,            ,
   10690,  44979.22,            , 209931.69,            ,
   10691,  44956.49,            , 209922.72,            ,
   10692,  44933.78,            , 209913.70,            ,
   10693,  44911.07,            , 209904.69,            ,
   10694,  44888.38,            , 209895.72,            ,
   10695,  44865.70,            , 209886.72,            ,
   10696,  44843.04,            , 209877.72,            ,
   10697,  44820.38,            , 209868.72,            ,
   10698,  44797.73,            , 209859.72,            ,
   10699,  44775.11,            , 209850.72,            ,
   10700,  44752.49,            , 209841.75,            ,
   10701,  44729.88,            , 209832.75,            ,
   10702,  44707.28,            , 209823.75,            ,
   10703,  44684.70,            , 209814.75,            ,
   10704,  44662.12,            , 209805.75,            ,
   10705,  44639.56,            , 209796.75,            ,
   10706,  44617.01,            , 209787.78,            ,
   10707,  44594.47,            , 209778.78,            ,
   10708,  44571.95,            , 209769.78,            ,
   10709,  44549.43,            , 209760.78,            ,
   10710,  44526.93,            , 209751.80,            ,
   10711,  44504.44,            , 209742.81,            ,
   10712,  44481.96,            , 209733.81,            ,
   10713,  44459.49,            , 209724.83,            ,
   10714,  44437.04,            , 209715.84,            ,
   10715,  44414.98,            , 209706.84,            ,
   10716,  44400.21,            , 209697.86,            ,
   10717,  44390.77,            , 209688.88,            ,
   10718,  44368.36,            , 209679.88,            ,
   10719,  44345.95,            , 209670.89,            ,
   10720,  44323.55,            , 209661.91,            ,
   10721,  44301.16,            , 209652.91,            ,
   10722,  44278.79,            , 209643.92,            ,
   10723,  44262.89,            , 209634.94,            ,
   10724,  44261.56,            , 209625.94,            ,
   10725,  44246.98,            , 209616.97,            ,
   10726,  44224.63,            , 209607.97,            ,
   10727,  44202.30,            , 209599.00,            ,
   10728,  44208.30,            , 209590.00,            ,
   10729,  44241.99,            , 209581.03,            ,
   10730,  44280.27,            , 209572.03,            ,
   10731,  44316.10,            , 209563.06,            ,
   10732,  44361.32,            , 209554.06,            ,
   10733,  44399.67,            , 209545.09,            ,
   10734,  44425.94,            , 209536.09,            ,
   10735,  44437.85,            , 209527.12,            ,
   10736,  44444.04,            , 209518.16,            ,
   10737,  44456.44,            , 209509.16,            ,
   10738,  44474.29,            , 209500.19,            ,
